Tarih,Bölge,Ülke,Şehir,Ürün Kategorisi,Ürün Adı,Satış Miktarı,Satış Geliri ($),Kâr Marjı (%),Müşteri Segmenti
2023-01-14,Güney Amerika,Brezilya,Sao Paulo,Giyim,Tişört,12,252,22.96,Kurumsal
2023-04-12,Kuzey Amerika,Kanada,Toronto,Mobilya,Masa,11,4686,8.05,Bireysel
2023-01-26,Afrika,Güney Afrika,Cape Town,Mobilya,Sandalye,12,5880,20.65,Bireysel
2023-05-28,Asya,Çin,Pekin,Elektronik,Tablet,2,766,20.91,Bireysel
2023-12-16,Afrika,Güney Afrika,Cape Town,Giyim,Tişört,14,1932,19.24,KOBİ
2023-06-02,Avrupa,Fransa,Paris,Elektronik,Telefon,4,1412,5.93,Kurumsal
2023-04-05,Afrika,Nijerya,Lagos,Giyim,Tişört,6,1806,18.66,KOBİ
2023-01-05,Güney Amerika,Arjantin,Buenos Aires,Elektronik,Telefon,15,4275,16.97,Kurumsal
2023-10-26,Güney Amerika,Brezilya,Sao Paulo,Giyim,Pantolon,17,1037,22.73,Kurumsal
2023-04-23,Güney Amerika,Arjantin,Buenos Aires,Elektronik,Laptop,9,1215,22.83,Kurumsal
2023-12-03,Kuzey Amerika,Kanada,Toronto,Mobilya,Masa,10,680,10.06,Bireysel
2023-07-26,Güney Amerika,Şili,Santiago,Mobilya,Masa,8,3768,8.5,KOBİ
2023-12-29,Asya,Çin,Pekin,Mobilya,Dolap,4,900,22.34,Kurumsal
2023-04-29,Afrika,Mısır,Kahire,Elektronik,Kulaklık,2,480,6.46,Kurumsal
2023-03-22,Avrupa,Fransa,Paris,Mobilya,Masa,6,2544,24.46,Kurumsal
2023-01-25,Avrupa,Fransa,Paris,Mobilya,Kitaplık,2,136,6.59,KOBİ
2023-06-27,Afrika,Nijerya,Lagos,Giyim,Ceket,11,132,23.82,Bireysel
2023-01-14,Avrupa,Almanya,Berlin,Mobilya,Kitaplık,3,1410,11.19,Bireysel
2023-11-08,Güney Amerika,Arjantin,Buenos Aires,Giyim,Tişört,20,3660,25.67,Bireysel
2023-05-06,Kuzey Amerika,ABD,New York,Elektronik,Tablet,20,9820,27.38,Kurumsal
2023-10-19,Güney Amerika,Şili,Santiago,Elektronik,Kulaklık,9,1575,16.1,Kurumsal
2023-03-26,Kuzey Amerika,Kanada,Toronto,Giyim,Ceket,11,4873,16.86,Bireysel
2023-12-20,Avrupa,Fransa,Paris,Mobilya,Masa,8,2040,10.9,Kurumsal
2023-11-07,Afrika,Güney Afrika,Cape Town,Elektronik,Laptop,2,142,25.34,KOBİ
2023-12-01,Afrika,Nijerya,Lagos,Elektronik,Telefon,20,3900,26.73,Kurumsal
2023-09-19,Asya,Japonya,Tokyo,Elektronik,Tablet,15,1980,10.42,Bireysel
2023-01-01,Güney Amerika,Brezilya,Sao Paulo,Giyim,Tişört,10,4110,20.45,Bireysel
2023-07-08,Güney Amerika,Şili,Santiago,Elektronik,Kulaklık,7,2723,8.54,Kurumsal
2023-03-06,Afrika,Güney Afrika,Cape Town,Giyim,Ayakkabı,9,1170,11.03,KOBİ
2023-07-16,Asya,Hindistan,Mumbai,Mobilya,Sandalye,5,750,13.56,KOBİ
2023-06-10,Avrupa,Almanya,Berlin,Mobilya,Kitaplık,6,708,15.68,Bireysel
2023-05-28,Güney Amerika,Şili,Santiago,Elektronik,Kulaklık,13,481,25.63,Bireysel
2023-08-31,Avrupa,İngiltere,Londra,Giyim,Tişört,4,1636,13.86,Kurumsal
2023-07-26,Avrupa,Fransa,Paris,Mobilya,Sandalye,4,1524,26.86,Bireysel
2023-01-17,Kuzey Amerika,ABD,New York,Mobilya,Sandalye,1,416,15.83,Kurumsal
2023-07-03,Asya,Çin,Pekin,Elektronik,Kulaklık,12,4740,17.65,Bireysel
2023-06-21,Avrupa,İngiltere,Londra,Giyim,Tişört,10,4320,6.29,Bireysel
2023-11-17,Avrupa,Almanya,Berlin,Giyim,Tişört,10,250,26.52,Bireysel
2023-08-17,Afrika,Nijerya,Lagos,Elektronik,Laptop,8,208,28.04,Bireysel
2023-07-02,Avrupa,İngiltere,Londra,Giyim,Ceket,11,1936,24.46,KOBİ
2023-10-25,Asya,Çin,Pekin,Mobilya,Sandalye,6,2946,19.82,Kurumsal
2023-11-08,Avrupa,İngiltere,Londra,Giyim,Tişört,6,2838,8.14,Kurumsal
2023-11-09,Avrupa,Almanya,Berlin,Giyim,Tişört,5,1100,13.72,KOBİ
2023-09-27,Asya,Hindistan,Mumbai,Mobilya,Dolap,4,1480,6.65,Bireysel
2023-06-28,Güney Amerika,Brezilya,Sao Paulo,Mobilya,Dolap,10,1700,11.15,Bireysel
2023-12-02,Kuzey Amerika,ABD,New York,Giyim,Ceket,8,2600,6.92,KOBİ
2023-01-16,Afrika,Nijerya,Lagos,Mobilya,Kitaplık,2,566,27.08,Kurumsal
2023-10-07,Güney Amerika,Brezilya,Sao Paulo,Elektronik,Kulaklık,3,435,10.0,Bireysel
2023-09-19,Avrupa,Almanya,Berlin,Giyim,Pantolon,10,4270,16.21,KOBİ
2023-04-21,Asya,Hindistan,Mumbai,Elektronik,Telefon,12,4632,6.0,Bireysel
2023-03-17,Afrika,Nijerya,Lagos,Giyim,Pantolon,10,1530,20.47,Kurumsal
2023-10-15,Afrika,Mısır,Kahire,Mobilya,Sandalye,1,464,24.88,KOBİ
2023-07-09,Güney Amerika,Brezilya,Sao Paulo,Mobilya,Sandalye,13,5135,29.53,KOBİ
2023-11-08,Kuzey Amerika,Meksika,Mexico City,Giyim,Ceket,10,1010,17.0,Kurumsal
2023-05-09,Kuzey Amerika,Kanada,Toronto,Elektronik,Tablet,6,2628,29.95,Bireysel
2023-11-19,Güney Amerika,Şili,Santiago,Giyim,Ayakkabı,1,299,28.83,Bireysel
2023-03-09,Kuzey Amerika,ABD,New York,Elektronik,Kulaklık,4,848,6.42,KOBİ
2023-07-28,Asya,Japonya,Tokyo,Giyim,Pantolon,13,2106,20.92,Bireysel
2023-06-05,Afrika,Nijerya,Lagos,Mobilya,Masa,14,1414,22.51,Kurumsal
2023-08-05,Asya,Japonya,Tokyo,Giyim,Tişört,7,2219,10.65,KOBİ
2023-04-06,Avrupa,Fransa,Paris,Mobilya,Dolap,1,491,23.77,Bireysel
2023-11-01,Avrupa,Fransa,Paris,Elektronik,Tablet,16,6688,23.01,Kurumsal
2023-02-17,Asya,Çin,Pekin,Mobilya,Kitaplık,3,201,5.61,KOBİ
2023-10-24,Afrika,Güney Afrika,Cape Town,Elektronik,Telefon,20,5360,25.15,Kurumsal
2023-08-05,Kuzey Amerika,ABD,New York,Mobilya,Dolap,19,1102,5.37,Bireysel
2023-12-11,Asya,Japonya,Tokyo,Giyim,Ceket,18,6102,14.39,Kurumsal
2023-06-17,Asya,Hindistan,Mumbai,Mobilya,Sandalye,12,5400,26.63,KOBİ
2023-11-10,Asya,Japonya,Tokyo,Elektronik,Tablet,18,3546,10.51,Kurumsal
2023-04-25,Afrika,Güney Afrika,Cape Town,Mobilya,Dolap,8,3384,26.03,Bireysel
2023-01-04,Afrika,Nijerya,Lagos,Elektronik,Laptop,7,1890,6.73,Bireysel
2023-08-30,Asya,Çin,Pekin,Giyim,Tişört,9,1773,13.67,KOBİ
2023-04-24,Kuzey Amerika,Meksika,Mexico City,Mobilya,Dolap,1,247,5.8,Bireysel
2023-07-08,Asya,Hindistan,Mumbai,Giyim,Tişört,18,7992,21.67,Bireysel
2023-09-14,Afrika,Güney Afrika,Cape Town,Mobilya,Kitaplık,3,1104,21.07,Kurumsal
2023-10-04,Avrupa,Almanya,Berlin,Elektronik,Kulaklık,17,1071,24.2,Bireysel
2023-06-11,Güney Amerika,Arjantin,Buenos Aires,Elektronik,Telefon,12,2916,6.99,Kurumsal
2023-05-01,Asya,Japonya,Tokyo,Elektronik,Laptop,11,2552,8.27,Kurumsal
2023-11-05,Asya,Hindistan,Mumbai,Giyim,Pantolon,7,1260,27.8,KOBİ
2023-12-11,Afrika,Nijerya,Lagos,Elektronik,Tablet,8,2304,23.09,KOBİ
2023-11-19,Asya,Japonya,Tokyo,Mobilya,Sandalye,10,3810,12.84,Bireysel
2023-01-29,Kuzey Amerika,ABD,New York,Elektronik,Kulaklık,16,6400,21.71,KOBİ
2023-12-17,Güney Amerika,Brezilya,Sao Paulo,Elektronik,Kulaklık,11,1562,11.46,Kurumsal
2023-04-02,Asya,Çin,Pekin,Elektronik,Kulaklık,15,3150,17.72,Bireysel
2023-06-24,Avrupa,İngiltere,Londra,Giyim,Pantolon,6,2778,6.74,Kurumsal
2023-07-13,Asya,Japonya,Tokyo,Giyim,Ceket,1,284,23.3,KOBİ
2023-09-21,Kuzey Amerika,ABD,New York,Giyim,Ceket,1,381,23.47,Bireysel
2023-06-11,Asya,Hindistan,Mumbai,Mobilya,Kitaplık,7,3423,24.71,Kurumsal
2023-03-03,Asya,Çin,Pekin,Elektronik,Tablet,20,1960,20.77,KOBİ
2023-11-13,Asya,Japonya,Tokyo,Mobilya,Dolap,4,1836,28.52,Kurumsal
2023-11-08,Afrika,Mısır,Kahire,Mobilya,Masa,15,2880,16.41,Bireysel
2023-06-13,Afrika,Güney Afrika,Cape Town,Giyim,Ayakkabı,18,4482,10.6,Bireysel
2023-10-04,Afrika,Nijerya,Lagos,Elektronik,Laptop,13,6409,10.29,Kurumsal
2023-03-07,Afrika,Güney Afrika,Cape Town,Giyim,Ceket,11,3773,27.4,KOBİ
2023-02-16,Avrupa,İngiltere,Londra,Giyim,Ayakkabı,13,975,20.19,KOBİ
2023-09-21,Kuzey Amerika,Meksika,Mexico City,Giyim,Ceket,5,1145,18.2,Bireysel
2023-12-17,Asya,Hindistan,Mumbai,Elektronik,Telefon,4,1724,13.67,Bireysel
2023-04-13,Kuzey Amerika,Meksika,Mexico City,Elektronik,Tablet,15,6555,15.06,KOBİ
2023-07-18,Güney Amerika,Arjantin,Buenos Aires,Giyim,Tişört,2,710,13.69,KOBİ
2023-11-11,Afrika,Güney Afrika,Cape Town,Mobilya,Sandalye,9,3717,28.71,Kurumsal
2023-11-09,Afrika,Güney Afrika,Cape Town,Giyim,Ayakkabı,8,3768,19.46,KOBİ
2023-05-26,Afrika,Mısır,Kahire,Mobilya,Sandalye,12,1032,26.45,KOBİ
2023-08-04,Avrupa,İngiltere,Londra,Giyim,Pantolon,2,298,27.6,Kurumsal
2023-10-26,Afrika,Nijerya,Lagos,Giyim,Ayakkabı,15,2610,10.16,Kurumsal
2023-07-07,Avrupa,İngiltere,Londra,Giyim,Pantolon,12,5676,6.05,Bireysel
2023-03-01,Kuzey Amerika,Meksika,Mexico City,Elektronik,Tablet,16,6352,9.5,KOBİ
2023-08-31,Kuzey Amerika,ABD,New York,Elektronik,Telefon,5,915,22.67,Kurumsal
2023-10-20,Kuzey Amerika,ABD,New York,Giyim,Ayakkabı,2,190,25.32,Bireysel
2023-11-12,Güney Amerika,Arjantin,Buenos Aires,Giyim,Pantolon,15,5655,13.37,KOBİ
2023-08-12,Güney Amerika,Şili,Santiago,Elektronik,Telefon,15,1545,18.4,Kurumsal
2023-10-17,Asya,Hindistan,Mumbai,Elektronik,Tablet,4,1280,13.88,Bireysel
2023-09-07,Afrika,Güney Afrika,Cape Town,Elektronik,Laptop,10,1330,7.9,Kurumsal
2023-10-15,Afrika,Güney Afrika,Cape Town,Giyim,Tişört,14,2898,7.25,Kurumsal
2023-02-11,Avrupa,İngiltere,Londra,Giyim,Tişört,4,96,8.21,KOBİ
2023-02-16,Avrupa,Almanya,Berlin,Giyim,Pantolon,7,343,19.96,Kurumsal
2023-11-18,Asya,Çin,Pekin,Elektronik,Telefon,5,390,27.55,Kurumsal
2023-09-20,Avrupa,İngiltere,Londra,Elektronik,Laptop,20,8260,12.93,Kurumsal
2023-03-16,Avrupa,Fransa,Paris,Mobilya,Dolap,12,3480,26.03,Bireysel
2023-03-30,Kuzey Amerika,Meksika,Mexico City,Giyim,Ceket,6,2028,28.65,KOBİ
2023-09-25,Güney Amerika,Arjantin,Buenos Aires,Giyim,Pantolon,6,1176,17.36,Kurumsal
2023-09-26,Afrika,Nijerya,Lagos,Elektronik,Telefon,17,2295,14.06,KOBİ
2023-01-10,Kuzey Amerika,ABD,New York,Giyim,Ceket,11,1595,20.7,Kurumsal
2023-02-19,Güney Amerika,Brezilya,Sao Paulo,Giyim,Ceket,20,5140,21.96,KOBİ
2023-08-06,Güney Amerika,Brezilya,Sao Paulo,Elektronik,Telefon,20,9900,17.69,Kurumsal
2023-08-16,Asya,Hindistan,Mumbai,Elektronik,Tablet,17,6817,16.52,KOBİ
2023-07-18,Afrika,Güney Afrika,Cape Town,Mobilya,Dolap,17,8245,8.66,KOBİ
2023-03-28,Kuzey Amerika,Meksika,Mexico City,Elektronik,Telefon,19,8683,5.31,KOBİ
2023-03-21,Afrika,Güney Afrika,Cape Town,Elektronik,Kulaklık,13,481,24.75,Bireysel
2023-11-06,Afrika,Nijerya,Lagos,Mobilya,Masa,17,6409,21.55,Kurumsal
2023-07-10,Kuzey Amerika,ABD,New York,Elektronik,Tablet,9,3834,22.11,Bireysel
2023-12-27,Afrika,Nijerya,Lagos,Giyim,Ceket,16,1456,19.56,KOBİ
2023-10-09,Avrupa,İngiltere,Londra,Giyim,Ayakkabı,9,3897,7.03,Kurumsal
2023-03-07,Asya,Japonya,Tokyo,Elektronik,Telefon,17,1054,7.42,Bireysel
2023-03-28,Avrupa,Fransa,Paris,Mobilya,Kitaplık,14,2814,25.42,Kurumsal
2023-03-11,Güney Amerika,Brezilya,Sao Paulo,Mobilya,Dolap,8,2368,20.99,KOBİ
2023-05-26,Kuzey Amerika,Meksika,Mexico City,Giyim,Tişört,14,798,19.94,Bireysel
2023-11-18,Kuzey Amerika,Meksika,Mexico City,Mobilya,Masa,1,472,29.9,KOBİ
2023-07-03,Güney Amerika,Brezilya,Sao Paulo,Giyim,Ceket,15,7455,6.23,Kurumsal
2023-08-01,Afrika,Nijerya,Lagos,Giyim,Pantolon,11,4103,19.51,KOBİ
2023-12-07,Afrika,Mısır,Kahire,Giyim,Ceket,10,1380,15.53,Kurumsal
2023-07-21,Afrika,Nijerya,Lagos,Mobilya,Kitaplık,14,896,17.96,KOBİ
2023-06-01,Avrupa,İngiltere,Londra,Giyim,Ceket,13,1742,17.01,KOBİ
2023-08-04,Kuzey Amerika,Meksika,Mexico City,Elektronik,Tablet,13,2574,27.43,Bireysel
2023-04-06,Kuzey Amerika,Kanada,Toronto,Mobilya,Masa,17,1768,18.03,KOBİ
2023-11-25,Güney Amerika,Brezilya,Sao Paulo,Elektronik,Telefon,17,4913,21.9,KOBİ
2023-08-30,Kuzey Amerika,Kanada,Toronto,Elektronik,Laptop,5,1150,14.85,Bireysel
2023-05-05,Güney Amerika,Brezilya,Sao Paulo,Mobilya,Sandalye,19,8911,8.08,KOBİ
2023-05-11,Avrupa,Fransa,Paris,Elektronik,Telefon,5,1210,6.0,KOBİ
2023-05-07,Kuzey Amerika,Kanada,Toronto,Mobilya,Sandalye,12,5304,21.49,Kurumsal
2023-11-28,Kuzey Amerika,Kanada,Toronto,Mobilya,Kitaplık,10,1890,19.74,Bireysel
2023-02-13,Güney Amerika,Brezilya,Sao Paulo,Giyim,Pantolon,9,540,23.28,KOBİ
2023-02-23,Asya,Çin,Pekin,Giyim,Tişört,17,1887,11.74,KOBİ
2023-06-24,Asya,Hindistan,Mumbai,Mobilya,Sandalye,18,5814,28.36,Kurumsal
2023-03-11,Güney Amerika,Arjantin,Buenos Aires,Elektronik,Laptop,19,2033,23.65,KOBİ
2023-10-30,Güney Amerika,Brezilya,Sao Paulo,Giyim,Ceket,11,3355,25.61,KOBİ
2023-05-13,Afrika,Güney Afrika,Cape Town,Giyim,Tişört,5,1105,8.6,KOBİ
2023-07-12,Asya,Japonya,Tokyo,Elektronik,Tablet,17,6715,13.68,KOBİ
2023-08-25,Avrupa,Fransa,Paris,Giyim,Ceket,15,5190,29.18,KOBİ
2023-09-13,Kuzey Amerika,Kanada,Toronto,Elektronik,Kulaklık,20,2780,27.2,KOBİ
2023-01-03,Avrupa,Fransa,Paris,Giyim,Pantolon,16,4752,7.81,KOBİ
2023-02-12,Avrupa,Almanya,Berlin,Giyim,Pantolon,3,456,19.7,Bireysel
2023-10-18,Asya,Japonya,Tokyo,Mobilya,Kitaplık,9,3402,22.95,Bireysel
2023-12-14,Güney Amerika,Brezilya,Sao Paulo,Mobilya,Kitaplık,12,3552,22.75,KOBİ
2023-03-20,Avrupa,İngiltere,Londra,Elektronik,Laptop,20,9240,29.96,Kurumsal
2023-08-25,Afrika,Mısır,Kahire,Elektronik,Telefon,8,1616,13.38,Kurumsal
2023-12-07,Kuzey Amerika,Meksika,Mexico City,Elektronik,Telefon,15,4905,12.13,Kurumsal
2023-07-31,Asya,Çin,Pekin,Giyim,Tişört,13,6370,12.4,Kurumsal
2023-10-27,Güney Amerika,Arjantin,Buenos Aires,Elektronik,Telefon,8,1768,14.22,Bireysel
2023-10-26,Afrika,Mısır,Kahire,Elektronik,Tablet,17,6341,21.44,Kurumsal
2023-06-03,Asya,Çin,Pekin,Giyim,Pantolon,18,5634,12.9,KOBİ
2023-05-25,Avrupa,Almanya,Berlin,Mobilya,Sandalye,7,2485,23.6,KOBİ
2023-06-11,Asya,Hindistan,Mumbai,Elektronik,Kulaklık,2,264,8.97,Kurumsal
2023-03-09,Avrupa,Almanya,Berlin,Elektronik,Tablet,5,1460,21.85,KOBİ
2023-10-16,Afrika,Mısır,Kahire,Giyim,Ayakkabı,1,319,26.22,Bireysel
2023-06-29,Afrika,Mısır,Kahire,Elektronik,Telefon,11,4444,24.71,Kurumsal
2023-07-08,Asya,Japonya,Tokyo,Mobilya,Masa,20,6040,28.83,Kurumsal
2023-02-14,Güney Amerika,Arjantin,Buenos Aires,Mobilya,Sandalye,7,3010,29.12,Kurumsal
2023-09-24,Asya,Çin,Pekin,Elektronik,Tablet,18,2934,5.56,KOBİ
2023-11-19,Avrupa,Almanya,Berlin,Mobilya,Dolap,18,1350,21.87,Kurumsal
2023-04-22,Avrupa,Fransa,Paris,Mobilya,Masa,14,1414,7.57,KOBİ
2023-06-02,Afrika,Güney Afrika,Cape Town,Elektronik,Telefon,3,891,22.86,KOBİ
2023-08-24,Afrika,Mısır,Kahire,Elektronik,Kulaklık,10,3270,23.79,Kurumsal
2023-09-13,Asya,Japonya,Tokyo,Elektronik,Tablet,4,1604,13.26,Kurumsal
2023-12-18,Avrupa,İngiltere,Londra,Giyim,Pantolon,8,912,5.88,KOBİ
2023-05-30,Asya,Japonya,Tokyo,Elektronik,Laptop,16,1888,22.53,KOBİ
2023-07-18,Güney Amerika,Brezilya,Sao Paulo,Giyim,Pantolon,1,88,28.28,Bireysel
2023-09-17,Afrika,Güney Afrika,Cape Town,Mobilya,Masa,6,1818,18.38,Bireysel
2023-06-04,Asya,Japonya,Tokyo,Elektronik,Telefon,12,4308,18.38,Bireysel
2023-03-11,Güney Amerika,Brezilya,Sao Paulo,Mobilya,Masa,1,423,17.19,Bireysel
2023-11-11,Güney Amerika,Arjantin,Buenos Aires,Giyim,Ayakkabı,10,3850,7.57,KOBİ
2023-07-02,Avrupa,Almanya,Berlin,Elektronik,Laptop,16,6048,10.32,Kurumsal
2023-10-03,Kuzey Amerika,Kanada,Toronto,Elektronik,Kulaklık,10,1520,24.01,Kurumsal
2023-06-12,Avrupa,İngiltere,Londra,Mobilya,Dolap,19,2565,17.36,KOBİ
2023-10-13,Kuzey Amerika,Meksika,Mexico City,Mobilya,Dolap,11,3795,14.56,Kurumsal
2023-10-31,Asya,Japonya,Tokyo,Mobilya,Masa,12,3960,22.9,Bireysel
2023-05-31,Güney Amerika,Brezilya,Sao Paulo,Elektronik,Kulaklık,8,1104,26.62,Bireysel
2023-02-21,Asya,Çin,Pekin,Mobilya,Kitaplık,19,1292,29.45,Bireysel
2023-08-05,Avrupa,Almanya,Berlin,Mobilya,Kitaplık,6,2598,23.87,KOBİ
2023-07-15,Güney Amerika,Brezilya,Sao Paulo,Giyim,Tişört,18,7092,18.41,Kurumsal
2023-10-30,Asya,Hindistan,Mumbai,Mobilya,Dolap,2,714,10.31,KOBİ
2023-03-12,Asya,Çin,Pekin,Elektronik,Tablet,7,1379,21.87,Bireysel
2023-01-10,Avrupa,Almanya,Berlin,Giyim,Pantolon,13,2015,22.99,Bireysel
2023-11-16,Asya,Japonya,Tokyo,Mobilya,Sandalye,5,1485,11.35,KOBİ
2023-01-25,Kuzey Amerika,Kanada,Toronto,Giyim,Pantolon,12,3480,28.79,Bireysel
2023-03-12,Afrika,Güney Afrika,Cape Town,Elektronik,Laptop,5,935,10.92,KOBİ
2023-11-17,Afrika,Güney Afrika,Cape Town,Giyim,Tişört,14,1862,24.24,KOBİ
2023-06-24,Avrupa,Almanya,Berlin,Giyim,Tişört,14,4298,22.62,Bireysel
2023-01-02,Güney Amerika,Şili,Santiago,Mobilya,Kitaplık,7,2457,26.12,Kurumsal
2023-04-06,Avrupa,Fransa,Paris,Giyim,Ayakkabı,4,124,25.09,Kurumsal
2023-03-09,Afrika,Mısır,Kahire,Mobilya,Kitaplık,15,6120,6.26,KOBİ
2023-01-29,Kuzey Amerika,ABD,New York,Giyim,Pantolon,17,8211,12.18,Kurumsal
2023-07-28,Asya,Hindistan,Mumbai,Mobilya,Dolap,5,1005,24.68,Bireysel
2023-02-11,Kuzey Amerika,ABD,New York,Elektronik,Kulaklık,8,752,29.19,KOBİ
2023-06-23,Asya,Japonya,Tokyo,Elektronik,Laptop,8,2400,6.82,KOBİ
2023-08-19,Asya,Çin,Pekin,Elektronik,Laptop,1,379,6.17,Bireysel
2023-08-18,Asya,Hindistan,Mumbai,Elektronik,Kulaklık,5,905,15.13,Bireysel
2023-04-15,Afrika,Mısır,Kahire,Elektronik,Kulaklık,16,160,29.59,KOBİ
2023-12-13,Afrika,Mısır,Kahire,Elektronik,Tablet,20,3940,23.13,Bireysel
2023-05-07,Avrupa,İngiltere,Londra,Giyim,Tişört,3,1380,28.54,KOBİ
2023-11-08,Avrupa,Almanya,Berlin,Giyim,Tişört,20,5220,9.92,Kurumsal
2023-06-21,Güney Amerika,Şili,Santiago,Mobilya,Masa,2,900,18.89,Kurumsal
2023-03-08,Asya,Çin,Pekin,Mobilya,Masa,2,500,10.64,Kurumsal
2023-03-24,Kuzey Amerika,Meksika,Mexico City,Elektronik,Tablet,15,7065,22.26,Kurumsal
2023-09-17,Avrupa,İngiltere,Londra,Mobilya,Masa,8,1008,14.6,Kurumsal
2023-07-21,Asya,Hindistan,Mumbai,Elektronik,Kulaklık,4,1692,16.9,Kurumsal
2023-01-03,Asya,Çin,Pekin,Giyim,Ayakkabı,20,3040,20.64,KOBİ
2023-01-29,Avrupa,Almanya,Berlin,Giyim,Ceket,15,2145,25.19,KOBİ
2023-12-12,Avrupa,İngiltere,Londra,Giyim,Ayakkabı,3,1269,13.38,Bireysel
2023-10-23,Asya,Japonya,Tokyo,Elektronik,Telefon,16,7216,26.09,Bireysel
2023-05-28,Güney Amerika,Şili,Santiago,Elektronik,Tablet,14,2506,10.64,Bireysel
2023-09-20,Kuzey Amerika,ABD,New York,Giyim,Tişört,15,5700,5.74,Kurumsal
2023-03-16,Asya,Çin,Pekin,Elektronik,Telefon,16,2768,29.49,KOBİ
2023-06-09,Avrupa,Fransa,Paris,Elektronik,Telefon,1,312,23.2,Kurumsal
2023-10-06,Kuzey Amerika,ABD,New York,Mobilya,Sandalye,19,7885,14.36,Bireysel
2023-08-09,Afrika,Mısır,Kahire,Giyim,Ceket,13,5707,16.04,Kurumsal
2023-11-29,Asya,Japonya,Tokyo,Mobilya,Masa,16,3056,28.69,Kurumsal
2023-08-13,Asya,Japonya,Tokyo,Elektronik,Laptop,4,780,12.82,Bireysel
2023-10-11,Afrika,Nijerya,Lagos,Giyim,Ceket,19,9443,16.81,Kurumsal
2023-02-01,Asya,Çin,Pekin,Giyim,Pantolon,3,894,11.28,Kurumsal
2023-11-27,Avrupa,Almanya,Berlin,Giyim,Tişört,6,1728,21.11,Bireysel
2023-12-13,Kuzey Amerika,ABD,New York,Giyim,Tişört,11,1309,17.24,Kurumsal
2023-10-06,Güney Amerika,Şili,Santiago,Mobilya,Sandalye,12,4476,19.25,Bireysel
2023-12-19,Güney Amerika,Brezilya,Sao Paulo,Giyim,Ayakkabı,11,4125,27.15,KOBİ
2023-02-08,Afrika,Nijerya,Lagos,Mobilya,Sandalye,4,416,23.5,Kurumsal
2023-11-24,Avrupa,Almanya,Berlin,Elektronik,Laptop,7,994,10.58,Bireysel
2023-05-18,Avrupa,Almanya,Berlin,Mobilya,Dolap,9,1242,28.43,Bireysel
2023-09-21,Avrupa,Fransa,Paris,Mobilya,Dolap,5,305,14.26,Bireysel
2023-10-11,Avrupa,İngiltere,Londra,Giyim,Pantolon,3,462,5.29,KOBİ
2023-04-20,Avrupa,İngiltere,Londra,Giyim,Ayakkabı,10,4730,11.17,Bireysel
2023-01-29,Asya,Çin,Pekin,Elektronik,Tablet,18,2034,16.57,Kurumsal
2023-02-02,Güney Amerika,Arjantin,Buenos Aires,Mobilya,Dolap,7,378,29.1,Kurumsal
2023-11-23,Asya,Japonya,Tokyo,Giyim,Pantolon,19,1862,6.7,KOBİ
2023-05-12,Afrika,Mısır,Kahire,Mobilya,Sandalye,20,9720,28.79,Kurumsal
2023-10-26,Avrupa,Fransa,Paris,Mobilya,Dolap,18,2664,16.58,Bireysel
2023-02-27,Güney Amerika,Arjantin,Buenos Aires,Mobilya,Masa,12,5592,13.68,KOBİ
2023-02-21,Afrika,Güney Afrika,Cape Town,Mobilya,Masa,13,312,25.89,Bireysel
2023-09-12,Avrupa,Almanya,Berlin,Mobilya,Kitaplık,2,554,25.72,Kurumsal
2023-02-01,Kuzey Amerika,Kanada,Toronto,Mobilya,Dolap,3,42,23.92,Bireysel
2023-12-21,Asya,Çin,Pekin,Giyim,Ceket,15,7425,13.74,KOBİ
2023-03-17,Güney Amerika,Şili,Santiago,Mobilya,Dolap,8,3560,21.42,Kurumsal
2023-11-06,Avrupa,Almanya,Berlin,Giyim,Tişört,1,340,28.93,Bireysel
2023-01-14,Afrika,Nijerya,Lagos,Mobilya,Dolap,10,2910,12.51,KOBİ
2023-11-03,Güney Amerika,Brezilya,Sao Paulo,Mobilya,Masa,19,8398,23.36,KOBİ
2023-01-16,Afrika,Mısır,Kahire,Mobilya,Dolap,4,580,24.47,Kurumsal
2023-11-04,Asya,Hindistan,Mumbai,Mobilya,Sandalye,10,1910,13.38,Bireysel
2023-06-09,Avrupa,İngiltere,Londra,Giyim,Ceket,1,274,17.06,Kurumsal
2023-06-03,Asya,Japonya,Tokyo,Elektronik,Laptop,4,1036,17.03,Kurumsal
2023-11-24,Güney Amerika,Brezilya,Sao Paulo,Mobilya,Masa,11,803,28.17,Kurumsal
2023-05-02,Asya,Hindistan,Mumbai,Mobilya,Kitaplık,5,1660,17.76,Kurumsal
2023-06-28,Afrika,Mısır,Kahire,Mobilya,Sandalye,5,1275,23.35,Kurumsal
2023-06-24,Güney Amerika,Brezilya,Sao Paulo,Mobilya,Kitaplık,6,2442,5.12,Bireysel
2023-08-22,Kuzey Amerika,Meksika,Mexico City,Mobilya,Masa,4,1720,25.77,Bireysel
2023-01-10,Avrupa,İngiltere,Londra,Mobilya,Kitaplık,6,2352,25.64,Bireysel
2023-05-05,Asya,Japonya,Tokyo,Giyim,Ceket,9,648,23.04,Kurumsal
2023-09-06,Güney Amerika,Brezilya,Sao Paulo,Elektronik,Tablet,12,4836,25.51,KOBİ
2023-11-01,Avrupa,Almanya,Berlin,Giyim,Tişört,12,3672,24.21,KOBİ
